Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,CONSO(Watt),I,PDUOndulé,PDUNormal,cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,"FCTotal","FCUtilisé","RJ45Total","RJ45Utilisé","RJ45Futur","IPMIUtilisé","IPMIFutur","RJ45CM","IPMIDédié",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,
TPB -1,DEM4,H-ACAI-06,Serveur,1,Rackable,2,DELL,PowerEdge R820,4PH4ZZ1,196,"0,85",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,2,2,,6,,,,4,1,4RJ,1FC,,,,1FC,,,,,,,
TPB -1,DEM4,H-ACAI-08,Serveur,1,Rackable,2,DELL,PowerEdge R820,GPH4ZZ1,210,"0,91",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,2,2,,6,,,,4,1,4RJ,1FC,,,,1FC,,,,,,,
TPB -1,DEM4,H-INFRA-02,Serveur,1,Rackable,2,DELL,PowerEdge R810,G16975J,422,"1,83",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,4,2,,6,,,,4,1,4RJ,,,,2FC,2FC,,,,,,,
TPB -1,DEM4,LB-ACAI-04,Serveur,1,Rackable,1,DELL,PowerEdge R410,8WV6X4J,160,"0,70",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,0,0,,1,,,,2,1,,,,,,,,,,,,,
TPB -1,DEM4,LB-INTER-02,Serveur,1,Rackable,1,DELL,PowerEdge R610,C2F925J,105,"0,46",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM4,LB-M2-02,Serveur,1,Rackable,1,DELL,PowerEdge R610,92F925J,118,"0,51",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM4,LOG-02,Serveur,1,Rackable,2,DELL,PowerEdge R710,DFC2F4J,228,"0,99",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,0,2RJ,,,,,,,,,,,,
TPB -1,DEM4,M2-HACLUSTER-QUAL-02,Serveur,1,Rackable,1,DELL,PowerEdge R610,24XWD5J,110,"0,48",,,∞,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM4,PNE-EOLE-02,Serveur,1,Rackable,1,DELL,PowerEdge R610,7G2LR4J,145,"0,63",,,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,DEM4,PNE-EOLE-04,Serveur,1,Rackable,2,DELL,PowerEdge R710,J5QX75J,210,"0,91",,,,?,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM4,PROXYAUTH-04,Serveur,1,Rackable,2,DELL,PowerEdge R710,5SQH05J,152,"0,66",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM4,RP-ADER-02,Serveur,1,Rackable,2,DELL,PowerEdge 2950,4HV013J,350,"1,52",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,0,0,,1,,,,2,0,2RJ,2RJ,2RJ,,,,,,,,,,
TPB -1,DEM4,RP-INTER-02,Serveur,1,Rackable,2,DELL,PowerEdge R710,H1WKR4J,180,"0,78",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,0,0,,2,,,,4,0,,,,,,,,,,,,,
TPB -1,DEM4,SGBD-SITADEL-02,Serveur,1,Rackable,2,DELL,PowerEdge R810,HXQ6X4J,416,"1,81",,,,,Singleton DG,DOIP,Déménagement,3,S1,3,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,DEM4,VMAC-02,Serveur,1,Rackable,2,DELL,PowerEdge 2950,4P3DW3J,350,"1,52",,,,,bureautique,DOIP/ATL,Déménagement,2,S1,3,0,0,,1,,,,2,0,2RJ,2RJ,,,,,,,,,,,
TPB -1,DEM5,CGDD-04,Serveur,1,Rackable,5,DELL,PowerEdge 2900,5ZXS25J,930,"4,04",,,,,Singleton DG,CGDD,Déménagement,3,S1,3,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-05,Robot,1,Rackable,2,DELL,PowerVault 124T,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,,,0,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-06,Robot,1,Rackable,2,QUANTUM,SuperLoader 3,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,,,0,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-07,Librairie,1,Rackable,2,ARKEIA,EdgeFort,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,,,1,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-08,Serveur,1,Rackable,2,DELL,PowerEdge R710,7V1Z75J,177,"0,77",,,,,Singleton DG,CGDD,Déménagement,3,S1,3,0,0,,7,,,,4,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-09,Serveur,1,Rackable,2,DELL,PowerEdge R710,8V1Z75J,186,"0,81",,,,,Singleton DG,CGDD,Déménagement,3,S1,3,0,0,,6,,,,4,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-10,Baie de disques,1,Rackable,2,DELL,PS 4100,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,0,,4,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-11,Baie de disques,1,Rackable,2,DELL,PS 4100,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,0,,6,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-SW1,Commutateur LAN,1,Rackable,1,DELL,PowerConnect 6424,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,CGDD-SW2,Commutateur LAN,1,Rackable,1,DELL,PowerConnect 6424,,,,,,,,Singleton DG,CGDD,Déménagement,3,S1,3,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DEM5,DGPR – S3IC PRE_PROD,Serveur,1,Rackable,1,HP,DL 160 G6,,,,,,,,Singleton DG,DGPR,Déménagement,3,S1,3,0,0,,1,PORT 2,,,2,,,,,,,,,,,,,,
TPB -1,DEM5,DGPR-WIN 2012 S3IC,Serveur,1,Rackable,1,HP,DL 160 G6,,,,,,,,Singleton DG,DGPR,Déménagement,3,S1,3,0,0,,1,,,,2,,,,,,,,,,,,,,
TPB -1,DEM5,Disponible (Récup SMILE),Serveur,1,Rackable,2,DELL,PowerEdge R710,4SQH05J,,,,,,,Stock,DOIP,Déménagement,4,Stock,,,,,1,,,,4,,,,,,,,,,,,,,
TPB -1,DEM5,VMAC-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,4SQH05J,186,,,,,,bureautique,DOIP/ATL,Déménagement,4,S1,3,,0,,2,,,,4,,,,,,,,,,,,,,
TPB -1,DEM6,LDAPSMB-09,Serveur,1,Rackable,2,DELL,PowerEdge R820,9ZQPQ52,280,"1,22",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,1,0,,2,,,,4,1,,,4RJ,,,1FC,,,,,,,
TPB -1,DEM6,LDAPSMB-10,Serveur,1,Rackable,2,DELL,PowerEdge R820,5ZQPQ52,280,"1,22",,,∞,,Cluster Messagerie,DOIP,Déménagement,2,S2,1,1,0,,2,,,,4,1,,,4RJ,,,1FC,,,,,,,
TPB -1,DEM6,ORACLE-04,Serveur,1,Rackable,2,DELL,PowerEdge R730,G0XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM6,ORACLE-05,Serveur,1,Rackable,2,DELL,PowerEdge R730,31XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM6,ORACLE-06,Serveur,1,Rackable,2,DELL,PowerEdge R730,HZWNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM6,ORACLE-07,Serveur,1,Rackable,2,DELL,PowerEdge R730,50WNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM6,ORACLE-08,Serveur,1,Rackable,2,DELL,PowerEdge R730,C0XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM6,ORACLE-09,Serveur,1,Rackable,2,DELL,PowerEdge R730,90XNQ52,308,"1,34",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DEM6,PG-REPLICATION-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,20RPQ52,280,"1,22",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,1,0,,2,,,,4,1,,,4RJ,,,1FC,,,,,,,
TPB -1,DEM6,PG-REPLICATION-02,Serveur,1,Rackable,2,DELL,PowerEdge R820,GYQPQ52,280,"1,22",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,1,0,,2,,,,4,1,,,4RJ,,,1FC,,,,,,,
TPB -1,DEM6,PG-REPLICATION-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,GZQPQ52,280,"1,22",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,2,1,0,,2,,,,4,1,,,4RJ,,,1FC,,,,,,,
TPB -1,DIEPPE,BAIE AJARIS,Baie de disques,1,Rackable,3,IBM,EXP 400,,500,,,,,,Singleton DG,ATL,A dégager,0,,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DIEPPE,DGPR,Baie de disques,1,Rackable,3,DELL,PowerVault MD1000,,480,"2,09",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DIEPPE,DGPR-03,Serveur,1,Rackable,2,DELL,PowerEdge R810,70J5C5J,290,"1,26",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,0,0,,1,,,,4,,,,,,,,,,,,,,
TPB -1,DIEPPE,DGPR-04,Serveur,1,Rackable,1,DELL,PowerEdge R610,1NM5C5J,100,"0,43",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,0,0,,1,,,,4,,,,,,,,,,,,,,
TPB -1,DIEPPE,DGPR-05,Serveur,1,Rackable,1,DELL,PowerEdge R610,14XWD5J,100,"0,43",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,0,0,,1,PORT 4,,,4,,,,,,,,,,,,,,
TPB -1,DIEPPE,GIDIC,Serveur,1,Rackable,4,DELL,PowerEdge 6850,54D863J,760,"3,30",,,,,Singleton DG,DGPR,Déménagement,3,S1,3,0,0,,1,,,,2,,,,,,,,,,,,,,
TPB -1,DIEPPE,SRV01-DPMA,Serveur,1,Rackable,4,HP,Proliant DL580 G7,CZJ1040DC2,1290,"5,61",,,,,Singleton DG,DPMA,Déménagement,3,S1,3,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,DIVERS 1,AFSERVICE-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,4643H4J,193,"0,84",3.9,G2-D3,,,Singleton Messagerie,DOIP,Déménagement,4,S1,2,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,COLLECTD-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,J3XWD5J,113,"0,49",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,DEBMIROIR-NAT-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,4YN054J,350,"1,52",D.39,G2-D2,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,1,,,,2,0,,2RJ,,,,,,,,,,,
TPB -1,DIVERS 1,ETL-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,FJT5L4J,200,"0,87",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,0,,,,,,,,,,,,,
TPB -1,DIVERS 1,ETL-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,HLGZ7X1,140,"0,61",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,2,0,,2,,,,4,1,,,,,,2FC,,,,,,,
TPB -1,DIVERS 1,H-RH-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,HM1D5Y1,170,"0,74",D.39,G2-D3,∞,,Cluster admin,DOIP,Déménagement,3,S1,2,2,2,,4,,,,4,1,,,,,,8FC,,,,,,,
TPB -1,DIVERS 1,LOG-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,B6FXD5J,197,"0,86",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,ME-CTRL-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,4QYH34J,770,"3,35",,,,,Stock,DOIP,Déménagement,4,Stock,,2,2,,1,,,,4,0,,,,,,1FC,1FC,,,,,,
TPB -1,DIVERS 1,ME-CTRL-02,Serveur,1,Rackable,4,DELL,PowerEdge R900,1QYH34J,770,"3,35",,,,,Stock,DOIP,Déménagement,4,Stock,,2,2,,3,,,,4,0,,,,,,1FC,1FC,,,,,,
TPB -1,DIVERS 1,MELANISSIMO-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,6BNSZ2J,350,"1,52",3.9,G2-D3,,,Singleton Messagerie,DOIP,A dégager,0,,,0,0,,1,,,,2,0,2RJ,,,,,,,,,,,,
TPB -1,DIVERS 1,PNE-EOLE-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,8G2LR4J,150,"0,65",3.9,G2-D2,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,DIVERS 1,PNE-EOLE-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,H5QX75J,180,"0,78",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,PROXYAUTH-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,86XX75J,200,"0,87",3.9,G2-D3,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,PROXYAUTH-03,Serveur,1,Rackable,2,DELL,PowerEdge R710,7SQH05J,200,"0,87",3.9,G2-D3,∞,,Cluster admin,DOIP,,4,S1,1,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,PROXYPRO-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,B6XX75J,200,"0,87",3.9,G2-D3,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,2,,,,4,1,,,,,,,,,,,,,
TPB -1,DIVERS 1,PUPPETDASHBOARD-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,D8FT75J,152,"0,66",3.9,G2-D3,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,DIVERS 1,SAFEWORLD,Serveur,1,Rackable,2,DELL,PowerEdge 2950,DXLM03J,350,"1,52",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,DIVERS 1,VMAC-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,5P3DW3J,350,"1,52",D.39,G2-D2,,,bureautique,DOIP/ATL,Déménagement,4,S1,3,0,0,,1,,,,2,0,,,2RJ,,,,,,,,,,
TPB -1,DNS RIE,CEPH-ADMIN,Serveur,1,Rackable,2,DELL,PowerEdge R730,G7KWF82,112,,,,,,Stock,DOIP,Déménagement,4,S1,1,0,0,,0,,,,4,1,,,,,2RJ,,2RJ,,,,,,
TPB -1,DNS RIE,CEPH-MON-00,Serveur,1,Rackable,2,DELL,PowerEdge R730,6LB3J82,193,,,,,,Stock,DOIP,Déménagement,4,S2,1,0,0,,0,,,,4,1,,,,,2RJ,,2RJ,,,,,,
TPB -1,DNS RIE,CEPH-MON-01,Serveur,1,Rackable,2,DELL,PowerEdge R730,6L73J82,196,,,,,,Stock,DOIP,Déménagement,4,S1,1,0,0,,0,,,,4,1,,,,,2RJ,,2RJ,,,,,,
TPB -1,DNS RIE,CEPH-MON-02,Serveur,1,Rackable,2,DELL,PowerEdge R730,6LF3J82,196,,,,,,Stock,DOIP,Déménagement,4,S1,2,0,0,,0,,,,4,1,,,,,2RJ,,2RJ,,,,,,
TPB -1,DNS RIE,CEPH-OSD-00,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20D3J82,,,,,,,Stock,DOIP,Déménagement,4,S2,1,,,,0,,,,4,1,,,,2RJ,,2RJ,,,,,,,
TPB -1,DNS RIE,CEPH-OSD-01,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20J3J82,,,,,,,Stock,DOIP,Déménagement,4,S1,1,,,,0,,,,4,1,,,,2RJ,,2RJ,,,,,,,
TPB -1,DNS RIE,CEPH-OSD-02,Serveur,1,Rackable,2,DELL,PowerEdge R730xd,20H3J82,,,,,,,Stock,DOIP,Déménagement,4,S1,2,,,,0,,,,4,1,,,,2RJ,,2RJ,,,,,,,
TPB -1,DNS RIE,H-DNSRIE-CACHEPUB-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,FYXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,1,0,,2,,,,4,1,,,,,,1FC,4RJ,,,,2RJ,,2RJ
TPB -1,DNS RIE,H-DNSRIE-MINISTERIEL-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,7WXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-DNSRIE-MINISTERIEL-PARIS02,Serveur,1,Rackable,2,DELL,PowerEdge R720,30YCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-DNSRIE-PUBLIC-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,71YCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-DNSRIE-PUBLIC-PARIS02,Serveur,1,Rackable,2,DELL,PowerEdge R720,9XXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-DNSRIE-SOA-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,DZXCJ32,98,"0,43",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-DNSRIE-SOAPUB-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,F0YCJ32,98,"0,43",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-FWRIE-MINISTERIEL-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R720,C2YCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DNS RIE,H-FWRIE-MINISTERIEL-PARIS02,Serveur,1,Rackable,2,DELL,PowerEdge R720,3YXCJ32,98,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,2,S2,1,1,0,,2,,,,4,0?,,,,,,1FC,4RJ,,,,,,
TPB -1,DON 1,DS4500 /1,Baie de disques,8,Rackable,24,IBM,DS4500,,3279,"14,26",,,,,Stockage IBM,DOIP,A dégager,0,,,,0,,0,,,,,,,,,,,,,,,,,,
TPB -1,DON 1,fabric1-03,SAN,1,Rackable,2,Brocade,5300,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,Stock,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DON 1,fabric2-01,SAN,1,Rackable,2,Brocade,5300,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,Stock,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DON 1,REHCTRL-01,Contrôleur,1,Rackable,4,IBM,DS4500,,230,"1,00",,,,,Stockage IBM,DOIP/DOIF,A dégager,0,,,,8,,2,,,,,,,,,,,,,,,,,,
TPB -1,DON 1,rehsan1,SAN,1,Rackable,1,Brocade,4100,,,,,,∞,,Commutateur SAN,DOIP,A dégager,0,,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DON 1,rehsan2,SAN,1,Rackable,1,Brocade,4100,,,,,,∞,,Commutateur SAN,DOIP,A dégager,0,,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DON 2,DS4500 /2,Baie de disques,8,Rackable,3,IBM,DS4500,,390,"1,70",,,,,Stockage IBM,DOIP,A dégager,0,,,,0,,0,,,,,,,,,,,,,,,,,,
TPB -1,DON 2,fabric1-62,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,S1,,,,,1,,,,,,,,,,,,,,,,,,
TPB -1,DON 2,fabric2-02,SAN,1,Rackable,2,Brocade,5300,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,Stock,,,,,,,,,,,,,,,,,,,,,,,
TPB -1,DON 2,fabric2-64,SAN,1,Rackable,2,Brocade,6520,,,,,,∞,,Commutateur SAN,DOIP,Déménagement,4,S1,,,,,1,,,,,,,,,,,,,,,,,,
TPB -1,DON 2,REHCTRL-02,Contrôleur,1,Rackable,4,IBM,DS4500,,230,"1,00",,,,,Stockage IBM,DOIP/DOIF,A dégager,0,,,,8,,2,,,,,,,,,,,,,,,,,,
TPB -1,DON 3,APS ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,4,S1,1,,0,,0,,,,,,,,,,,,,,,,,,
TPB -1,DON 3,APS ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,4,S1,1,,0,,0,,,,,,,,,,,,,,,,,,
