Localisation,Rack,Nom du matériel,Type,Nb Elts,Architecture,U,MARQUE,MODELE,numéro de série,CONSO(Watt),I,PDUOndulé,PDUNormal,cluster,critique,domaine,gestion,Action,Phase,Salle,Îlot,"FCTotal","FCUtilisé","RJ45Total","RJ45Utilisé","RJ45Futur","IPMIUtilisé","IPMIFutur","RJ45CM","IPMIDédié",Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Slot 7,,,,,,
TPB -1,DON 3,"PILLAR – Pilot, Slammer, Brick 01-14",Baie de disques,16,Rackable,33,PILLAR,Axiom 600,,5908,"25,69",,,∞,,Stockage Pillar,DOIP,Déménagement,4,S1,1,,4,,2,,,,3,0,,,,,,,,,,,,,
TPB -1,DON-04,APC ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,1,S2,1,,0,,0,,,,,,,,,,,,,,,,,,
TPB -1,DON-04,APC ONDULEUR,Onduleur,1,Rackable,2,APC,SMT2200RMI2U,,100,"0,43",,,,,Stockage Pillar,DOIP,Déménagement,1,S2,1,,0,,0,,,,,,,,,,,,,,,,,,
TPB -1,DON-04,"PILLAR – Pilot, Slammer, Brick 01-14",Baie de disques,16,Rackable,33,PILLAR,Axiom 600,,5908,"25,69",,,∞,,Stockage Pillar,DOIP,Déménagement,1,S2,1,,4,,2,,,,3,0,,,,,,,,,,,,,
TPB -1,ETAGERES,ASTREINTE,Micro,1,Tour,0,HP,,CZC732189N,,"0,00",,,,,Singleton admin,DOIP,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGDD-01,Serveur,1,Tour,0,DELL,PowerEdge 2800,6KQD72J,320,"1,39",,,,,Singleton DG,CGDD,A dégager,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGDD-02,Serveur,1,Tour,0,DELL,PowerEdge 2800,4ZDJY1J,320,"1,39",,,,,Singleton DG,CGDD,Transfert interne,3,TPB -2,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGDD-03,Serveur,1,Tour,0,DELL,PowerEdge 2800,9JZ9Y1J,320,"1,39",,,,,Singleton DG,CGDD,Transfert interne,3,TPB -2,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGEDD - APPLI RESERVATION,Micro,1,Tour,0,HP,Sempron,CZC0368W2M,,"0,00",,,,,Singleton DG,CGEDD,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGEDD – CGPC – SIMP,Micro,1,Tour,0,HP,Sempron,CZC9446C1Y,,"0,00",,,,,Singleton DG,CGEDD,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGEDD-FICHIER1,Serveur,1,Tour,0,DELL,PowerEdge T610,1FZ4Y4J,143,"0,62",,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CGEDD-SBL-CGEDD-01,Serveur,1,Tour,0,DELL,PowerEdge 1800,5J73S1J,650,"2,83",,,,,Singleton DG,CGEDD,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,CHLORE,Serveur,1,Tour,0,IBM,Pserie 630 ( 7028-6E4),XDU-6E4-FF81A,330,"1,43",,,,,Singleton admin,DOIP,A dégager,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DC-NT-DGITM-HORUS,Serveur,1,Tour,0,DELL,PowerEdge T610,4YS0M4J,150,"0,65",,,,,Singleton DG,DGITM,Déménagement,3,S1,3,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DC-NT-DGITM-SIG,Serveur,1,Tour,0,DELL,PowerEdge T610,JNVPV4J,156,"0,68",,,,,Singleton DG,DGITM,Déménagement,3,S1,3,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DGALN / DATA3,Serveur,1,Tour,0,DELL,PowerEdge 2900,BBS1H2J,930,"4,04",,,,,Singleton DG,DGALN,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DGALN / UC – INTRA,Micro,1,Tour,0,HP,Sempron,CCZC944517H,,"0,00",,,,,Singleton DG,DGALN,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DGUHC-APP2 (DGALN),Serveur,1,Tour,0,DELL,PowerEdge 2900,8BS1H2J,930,"4,04",,,,,Singleton DG,DGALN,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DGUHC-DEV1 (DGALN),Serveur,1,Tour,0,DELL,PowerEdge 2900,9BS1H2J,930,"4,04",,,,,Singleton DG,DGALN,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,DNS-MAITRE,Serveur,1,Tour,0,DELL,PowerEdge 2400,CGFT50J,330,"1,43",,,,,bureautique,DOIP/ATL,A virtualiser,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,MAJ.EQUILINUX.ALERTE.I2,Serveur,1,Tour,0,DELL,PowerEdge 2500,10SC90J,600,"2,61",,,,,Singleton admin,DOIP,A dégager,0,,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,PS-OBS1,Serveur,1,Tour,0,BULL,Escala PowerPC,XAN-F05-00145,400,"1,74",,,,,Singleton DG,DOIP/DOIF,Transfert interne,3,TPB -2,,0,0,,1,,,,,,,,,,,,,,,,,,
TPB -1,ETAGERES,Robot CGEDD,Librairie,1,Rackable,2,DELL,PowerVault 124T,,,"0,00",,,,,Singleton DG,CGEDD,Déménagement,3,S1,3,,,,,,,,,,,,,,,,,,,,,,
TPB -1,INFRA 1,DNS-CS-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,BWV6X4J,160,"0,70",,,,,Singleton admin,DOIP,Déménagement,4,Stock,,0,0,,1,,,,2,0,,,,,,,,,,,,,
TPB -1,INFRA 1,DNSCS-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,2Q0YD5J,140,"0,61",,,,,Singleton admin,DOIP,Déménagement,4,S1,2,2,0,,1,,,,4,1,1FC,1FC,,,,,,,,,,,
TPB -1,INFRA 1,ELASTIC-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,8F5XD5J,131,"0,57",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,1,2RJ,2RJ,,,,,,,,,,,
TPB -1,INFRA 1,H-CS-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,3BHBF4J,770,"3,35",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,Stock,,0,2,,0,,,,4,1,,,2FC,2FC,1RJ,1RJ,,,,,,,
TPB -1,INFRA 1,H-CS-03,Serveur,1,Rackable,2,DELL,PowerEdge R820,5B4RJ32,224,"0,97",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,2,2,,6,,,,4,1,,4RJ,1FC,1FC,,4RJ,,,,,,,
TPB -1,INFRA 1,H-PREPROD-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,3SMKF02,280,"1,22",,,,,Singleton admin,DOIP,Déménagement,3,S1,2,2,0,,4,,,,4,1,,4RJ,1FC,1FC,,,,,,,,,
TPB -1,INFRA 1,H-RIE-PARIS01,Serveur,1,Rackable,2,DELL,PowerEdge R810,HHLT75J,392,"1,70",2.12,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,4,,,,4,0,2FC,,,,,,,,,,,,
TPB -1,INFRA 1,H-SGBD-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,DSMKF02,238,"1,03",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,2,2,,4,,,,4,1,,,1FC,1FC,4RJ,,,,,,,,
TPB -1,INFRA 1,LB-ACAI-03,Serveur,1,Rackable,1,DELL,PowerEdge R410,9WV6X4J,160,"0,70",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,2,1,,,,,,,,,,,,,
TPB -1,INFRA 1,LB-INTER-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,F8FT75J,124,"0,54",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,2,0,,2,,,,4,0,,,,,,,,,,,,,
TPB -1,INFRA 1,M2-HACLUSTER-QUAL-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,7F5XD5J,126,"0,55",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,0,,2,,,,4,1,1FC,,,,,,,,,,,,
TPB -1,INFRA 1,NSS-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,1TX4H4J,219,"0,95",,,∞,,Virtualisation de stockage,DOIP,Déménagement,4,S1,1,6,6,,4,,,,4,0,2FC,2FC,2FC,2RJ,,,,,,,,,
TPB -1,INFRA 1,RP-ADER-01,Serveur,1,Rackable,2,DELL,PowerEdge 2950,2YN054J,350,"1,52",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,2,0,,,,,,,,,,,,,
TPB -1,INFRA 1,RP-INTER-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,G1WKR4J,196,"0,85",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,2,,,,4,0,,,,,,,,,,,,,
TPB -1,INFRA 1,RP-INTRA-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,J8FT75J,114,"0,50",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,INFRA 1,RP-INTRA-03,Serveur,1,Rackable,1,DELL,PowerEdge R610,7H0LR4J,100,"0,43",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,INFRA 1,RP-INTRA-05,Serveur,1,Rackable,1,DELL,PowerEdge R610,G8FT75J,124,"0,54",2.12,G2-D7,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,INFRA 1,SAFITA-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,GBD2F4J,190,"0,83",,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,2RJ,2RJ,,,,,,,,,,,
TPB -1,INFRA 1,SUPERVISION-02,Serveur,1,Rackable,2,DELL,PowerEdge R810,5NNXD5J,432,"1,88",2.12,G2-D7,,,Singleton admin,DOIP,Déménagement,3,S1,2,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,MESS 1,AM1-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,9LGZ7X1,126,"0,55",1.10,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,1,,,,,,2FC,,,,,,,
TPB -1,MESS 1,AM2-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,7LGZ7X1,126,"0,55",1.11,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,1,,,,,,2FC,,,,,,,
TPB -1,MESS 1,AM3-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,1V2YD5J,402,"1,75",1.8,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,1,2FC,,,,,,,,,,,,
TPB -1,MESS 1,AM4-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,5JLT75J,384,"1,67",1.11,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,0,,2FC,,,,,,,,,,,
TPB -1,MESS 1,AM5-01,Serveur,1,Rackable,2,DELL,PowerEdge R820,CLGZ7X1,154,"0,67",1.10,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,1,,,,,,2FC,,,,,,,
TPB -1,MESS 1,AM6-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,4JLT75J,396,"1,72",1.11,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,0,,,,,1FC,1FC,,,,,,,
TPB -1,MESS 1,AM8-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,7JLT75J,384,"1,67",1.11,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,2,2,,3,,,,4,0,,,,,1FC,1FC,,,,,,,
TPB -1,MESS 1,DAVYCAL-03,Serveur,1,Rackable,2,DELL,PowerEdge R810,14Y6X4J,422,"1,83",1.8,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,MESS 1,LDAPSMB-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,CFC2F4J,228,"0,99",1.8,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,0,0,,1,,,,4,0,2RJ,,,,,,,,,,,,
TPB -1,MESS 1,LDAPSMB-03,Serveur,1,Rackable,1,DELL,PowerEdge R610,C8FT75J,184,"0,80",1.8,G1-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,MESS 1,LDAPSMB-07,Serveur,1,Rackable,2,DELL,PowerEdge R820,CV7FNZ1,140,"0,61",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,1,0,,1,,,,4,1,,1FC,,,,1FC,,,,,,,
TPB -1,MESS 1,RELTRANET-01,Serveur,1,Rackable,4,DELL,PowerEdge 6850,JMG6B3J,760,"3,30",1.9,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,2,0,,,,,,,,,,,,,
TPB -1,MESS 1,RELTRANET-03,Serveur,1,Rackable,4,DELL,PowerEdge 6850,3NG6B3J,760,"3,30",1.9,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,2,0,,,,,,,,,,,,,
TPB -1,MESS 1,ZP-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,H3Y6X4J,420,"1,83",1.8,G2-D10,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,MESS 3,AFLDAPCL-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,2M1XD5J,100,"0,43",2.13,,,,Singleton Messagerie,DOIP,Déménagement,4,S1,2,0,0,,1,,,,4,1,2RJ,2RJ,,,,,,,,,,,
TPB -1,MESS 3,AFLDAPMA-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,H3XWD5J,105,"0,46",2.13,,,,Singleton Messagerie,DOIP,Déménagement,4,S1,2,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,MESS 3,H-M2-01,Serveur,1,Rackable,4,DELL,PowerEdge R900,5BHBF4J,770,"3,35",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,4,2,,6,,,,4,0,,,2FC,2FC,1RJ,1RJ,,,,,,,
TPB -1,MESS 3,HORDE-03,Serveur,1,Rackable,4,DELL,PowerEdge 6850,94TXB3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,2,0,1RJ,,1RJ,,,,VGA,,,,,,
TPB -1,MESS 3,HORDE-05,Serveur,1,Rackable,4,DELL,PowerEdge 6850,74TXB3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,2,0,1RJ,SCSI,1RJ,,,,VGA,,,,,,
TPB -1,MESS 3,LB-M2-01,Serveur,1,Rackable,1,DELL,PowerEdge R610,B2F925J,134,"0,58",2.13,,∞,,Cluster admin,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,1,,,,,,,,,,,,,
TPB -1,MESS 3,LDAPAP-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,8M6YT4J,251,"1,09",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,MESS 3,LDAPBA-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,3GC2F4J,228,"0,99",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,2,,,,4,0,2RJ,,,,,,,,,,,,
TPB -1,MESS 3,LDAPCL-01,Serveur,1,Rackable,1,DELL,PowerEdge R410,CM6YT4J,147,"0,64",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,MESS 3,LDAPMAHA-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,1GC2F4J,228,"0,99",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,2,,,,4,0,2RJ,,,,,,,,,,,,
TPB -1,MESS 3,LDAPSMB-05,Serveur,1,Rackable,4,DELL,PowerEdge R900,5NVTQ3J,770,"3,35",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,Stock,,2,1,,1,,,,4,0,,,,,,1FC,1FC,,,,,,
TPB -1,MESS 3,RELGREYNG-01,Serveur,1,Rackable,2,DELL,PowerEdge R710,HFC2F4J,228,"0,99",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,MESS 3,RELTERNET-01,Serveur,1,Rackable,4,DELL,PowerEdge 6850,J5YNK3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,MESS 3,RELTERNET-03,Serveur,1,Rackable,4,DELL,PowerEdge 6850,26YNK3J,760,"3,30",,,∞,,Cluster Messagerie,DOIP,Déménagement,4,S1,1,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,MESS 3,TEST-CYRUS,Serveur,1,Rackable,1,DELL,PowerEdge R900,5QYH34J,770,"3,35",,,,,Singleton Messagerie,DOIP,Déménagement,4,Stock,,0,0,,1,,,,4,0,,,,,,,,,,,,,
TPB -1,NETAPP1,NETAPP,Baie de disques,4,Rackable,12,NETAPP,FAS 8040,,1017,"4,42",,,∞,,Stockage NETAPP,DOIP,Déménagement,3,S1,1,2,2,,4,,1,,4,2,,,,,,,,,,,,,
TPB -1,NETAPP2,NETAPP,Baie de disques,4,Rackable,12,NETAPP,FAS 8040,,1017,"4,42",,,∞,,Stockage NETAPP,DOIP,Déménagement,3,S2,1,2,2,,4,,1,,4,2,,,,,,,,,,,,,
TPB -1,RH1,H-RH-01,Serveur,1,Rackable,2,DELL,PowerEdge R810,5M5ZY4J,636,"2,77",,,∞,,Cluster admin,DOIP,Déménagement,3,S1,1,4,2,,4,,,,4,0,,2RJ,,,2FC,2FC,,,,,,,
TPB -1,RH1,REH-01,Serveur,1,Rackable,4,IBM,8203-E4A,DXU-P68-654F515,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,4,2,,2,,1,1,2,2,2FC,2FC,,2RJ,2RJ,,,,,,,,
TPB -1,RH1,REH-03,Serveur,1,Rackable,4,IBM,8203-E4A,DXU-P68-654F565,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,4,2,,2,,1,1,2,2,2FC,2FC,,2RJ,2RJ,,,,,,,,
TPB -1,RH1,REH-05,Serveur,1,Rackable,1,BULL,7042-CR5,65D8DDB,350,"1,52",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,0,0,,2,,1,1,2,,,,,,,,,,,,,,
TPB -1,RH1,REHAPP01 / REHDON01,Serveur,1,Rackable,4,IBM,9117-570,65-BD1DF,1300,"5,65",,,,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,2,2,,3,,1,1,1,2,1RJ,1FC,1RJ,1RJ,1FC,,,,,,,,
TPB -1,RH1,REHEXT-01,Serveur,1,Rackable,4,IBM,7311-D20,65-B035A,227,"0,99",,,,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,4,4,,0,,0,0,0,0,1FC,,1FC,,1FC,,1FC,,,,,,
TPB -1,RH1,REHHMC-01,Serveur,1,Rackable,5,IBM,Xseries 336,65-9615A,585,"2,54",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,0,0,,1,,1,1,1,,,,,,,,,,,,,,
TPB -1,RH2,H-RH-02,Serveur,1,Rackable,2,DELL,PowerEdge R810,6M5ZY4J,622,"2,70",,,∞,,Cluster admin,DOIP,Déménagement,3,S2,1,4,2,,4,,,,4,0,,2RJ,,,2FC,2FC,,,,,,,
TPB -1,RH2,REH-02,Serveur,1,Rackable,4,BULL,8203-E4A,XDU-P68-652E865,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,4,2,,2,,1,1,2,2,,,,,,,,,,,,,
TPB -1,RH2,REH-04,Serveur,1,Rackable,4,BULL,8203-E4A,XDU-P68-645F4D5,850,"3,70",,,∞,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,4,2,,2,,1,1,2,2,,,,,,,,,,,,,
TPB -1,RH2,REH-06,Serveur,1,Rackable,1,BULL,7042-CR5,65E07AB,350,"1,52",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,0,0,,1,,1,1,2,0,,,,,,,,,,,,,
TPB -1,RH2,REHEXT-02,Serveur,1,Rackable,4,IBM,7311-D20,65-B034A,227,"0,99",,,,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,4,4,,0,,,,,,,,,,,,,,,,,,
TPB -1,RH2,REHHMC-02,Serveur,1,Rackable,5,IBM,Xseries 336,65-9613A,585,"2,54",,,?,,REHUCIT,DOIP/DOIF,Déménagement,4,S1,3,0,0,,2,,,,,,,,,,,,,,,,,,
TPB -1,RH2,REHINF-01 / REHDON-02,Serveur,1,Rackable,4,IBM,9117-570,65-BD17F,1300,"5,65",,,?,,REHUCIT,DOIP/DOIF,A dégager,0,,,2,2,,4,,,,,,,,,,,,,,,,,,
TPB -1,ROUEN,ADMIN-01,Serveur,1,Rackable,2,BULL,Express5800 - 120RG-2,800063990093,600,"2,61",,,,,Singleton Messagerie,DOIP,A dégager,0,,,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,ROUEN,ADMIN-02,Serveur,1,Rackable,2,BULL,Express5800 - 120RG-2,,600,"2,61",,,,,Singleton Messagerie,DOIP,A dégager,0,,,0,0,,2,,,,2,0,,,,,,,,,,,,,
TPB -1,ROUEN,FRANCIUM,Serveur,1,Rackable,1,HP,Proliant DL360,Gbj539003M,325,"1,41",,,∞,,Cluster admin,DOIP,A dégager,0,,,0,0,,2,,,,2,1,,,,,,,,,,,,,
